2022-10-05T08:32Z;01:42;01:42
2022-10-05T10:03Z;92:13;91:30
2022-10-05T10:03Z;92:09;0:56
2022-10-05T10:03Z;92:09;0:59
2022-10-05T10:04Z;93:59;0:50
2022-10-05T10:04Z;93:59;0:59
2022-10-05T10:04Z;93:59;0:59
2022-10-05T10:04Z;93:06;0:06
2022-10-05T10:12Z;101:58;07:52
2022-10-05T10:22Z;111:32;10:34
2022-10-05T10:23Z;112:02;01:30
2022-10-05T10:25Z;114:56;01:53
2022-10-05T10:28Z;117:29;03:32
2022-10-05T10:35Z;124:48;06:19
2022-10-05T10:35Z;124:43;0:54
